#! FIELDS time dAB dAC rc bias
 0.000000 2.247145 3.290126 5.537272 5.477756
 0.000000 2.240805 3.284148 5.524953 5.130329
 0.000001 2.230293 3.278146 5.508439 4.682451
 0.000001 2.216239 3.272094 5.488333 4.164755
 0.000002 2.199195 3.265952 5.465147 3.605404
 0.000002 2.180177 3.259790 5.439968 3.043625
 0.000003 2.160740 3.253648 5.414389 2.521618
 0.000003 2.141357 3.247498 5.388854 2.049461
 0.000004 2.122830 3.241362 5.364192 1.639860
 0.000004 2.106647 3.235112 5.341759 1.306902
 0.000005 2.093816 3.228804 5.322620 1.052668
 0.000005 2.084840 3.222253 5.307093 0.866594
 0.000006 2.080326 3.215653 5.295979 0.744515
 0.000006 2.080653 3.209089 5.289742 0.680058
 0.000007 2.085152 3.202581 5.287733 0.659923
 0.000007 2.093818 3.196144 5.289963 0.682291
 0.000008 2.105705 3.189731 5.295436 0.738788
 0.000008 2.120294 3.183477 5.303771 0.829133
 0.000009 2.137224 3.177313 5.314537 0.953549
 0.000009 2.155369 3.171393 5.326762 1.105349
 0.000010 2.173155 3.165793 5.338948 1.267839
 0.000010 2.189197 3.160503 5.349701 1.420454
 0.000011 2.202853 3.155562 5.358414 1.550492
 0.000011 2.212756 3.151060 5.363817 1.633975
 0.000012 2.218072 3.146901 5.364973 1.652128
 0.000012 2.218635 3.142963 5.361598 1.599434
 0.000013 2.214525 3.139452 5.353976 1.483550
 0.000013 2.207141 3.136410 5.343551 1.332108
 0.000014 2.197825 3.133754 5.331579 1.168254
 0.000014 2.187475 3.131495 5.318970 1.007296
 0.000015 2.177329 3.129608 5.306937 0.864820
 0.000015 2.168152 3.128112 5.296264 0.747526
 0.000016 2.160772 3.127008 5.287780 0.660392
 0.000016 2.155564 3.126366 5.281930 0.603452
 0.000017 2.153328 3.126066 5.279395 0.579568
 0.000017 2.154405 3.126256 5.280662 0.591443
 0.000018 2.158610 3.126867 5.285477 0.637668
 0.000018 2.165929 3.127719 5.293648 0.720088
 0.000019 2.176167 3.128793 5.304959 0.842441
 0.000019 2.188656 3.130088 5.318744 1.004526
 0.000020 2.202547 3.131617 5.334164 1.202717
 0.000020 2.217250 3.133193 5.350443 1.431307
 0.000021 2.231745 3.134760 5.366505 1.676339
 0.000021 2.245183 3.136314 5.381497 1.922497
 0.000022 2.256899 3.137847 5.394746 2.154060
 0.000022 2.265672 3.139451 5.405122 2.344621
 0.000023 2.270599 3.141003 5.411602 2.467715
 0.000023 2.270961 3.142536 5.413497 2.504313
 0.000024 2.266748 3.144034 5.410782 2.451957
 0.000024 2.258256 3.145545 5.403801 2.319911
 0.000025 2.246361 3.146962 5.393323 2.128565
 0.000025 2.231989 3.148399 5.380389 1.903718
 0.000026 2.216155 3.149788 5.365943 1.667438
 0.000026 2.200081 3.151178 5.351259 1.443296
 0.000027 2.184834 3.152526 5.337361 1.246043
 0.000027 2.170986 3.153794 5.324780 1.079981
 0.000028 2.159460 3.154993 5.314453 0.952544
 0.000028 2.150422 3.156127 5.306549 0.860401
 0.000029 2.144653 3.157224 5.301877 0.808144
 0.000029 2.142641 3.158317 5.300959 0.798066
 0.000030 2.144702 3.159359 5.304062 0.832380
 0.000030 2.150712 3.160339 5.311051 0.912310
 0.000031 2.160093 3.161133 5.321226 1.035222
 0.000031 2.172627 3.161827 5.334454 1.206617
 0.000032 2.187540 3.162388 5.349928 1.423776
