#! FIELDS time dAB dAC rc bias
 0.000000 1.536357 2.211496 3.747853 10.418419
 0.000000 1.531877 2.209942 3.741820 10.144828
 0.000001 1.526726 2.205586 3.732312 9.721063
 0.000001 1.521087 2.198609 3.719695 9.172736
 0.000002 1.515018 2.189362 3.704380 8.528486
 0.000002 1.508379 2.177868 3.686246 7.795996
 0.000003 1.501353 2.164668 3.666021 7.017828
 0.000003 1.494104 2.149985 3.644089 6.220191
 0.000004 1.486672 2.133966 3.620639 5.420582
 0.000004 1.479102 2.117219 3.596321 4.649473
 0.000005 1.471454 2.100550 3.572004 3.937513
 0.000005 1.463716 2.084184 3.547900 3.290149
 0.000006 1.456158 2.068301 3.524459 2.716315
 0.000006 1.448971 2.053525 3.502496 2.228518
 0.000007 1.442422 2.040115 3.482537 1.827056
 0.000007 1.436566 2.028650 3.465215 1.510945
 0.000008 1.431479 2.019613 3.451093 1.275417
 0.000008 1.427096 2.013139 3.440235 1.107907
 0.000009 1.423515 2.009284 3.432799 0.999973
 0.000009 1.420900 2.008015 3.428915 0.945805
 0.000010 1.419316 2.009578 3.428894 0.945510
 0.000010 1.418867 2.014060 3.432926 1.001780
 0.000011 1.419365 2.021187 3.440552 1.112627
 0.000011 1.420695 2.030838 3.451532 1.282450
 0.000012 1.422861 2.043067 3.465928 1.523369
 0.000012 1.425721 2.057732 3.483452 1.844605
 0.000013 1.429163 2.074097 3.503260 2.244671
 0.000013 1.432974 2.091734 3.524708 2.722108
 0.000014 1.437085 2.109606 3.546691 3.259213
 0.000014 1.441394 2.127585 3.568979 3.853091
 0.000015 1.445850 2.145345 3.591195 4.494477
 0.000015 1.450370 2.162393 3.612763 5.164379
 0.000016 1.454724 2.178414 3.633138 5.839943
 0.000016 1.458832 2.193326 3.652158 6.508073
 0.000017 1.462734 2.206467 3.669201 7.137448
 0.000017 1.466515 2.217607 3.684122 7.712327
 0.000018 1.470031 2.226247 3.696278 8.197159
 0.000018 1.473113 2.232110 3.705222 8.563308
 0.000019 1.475856 2.234653 3.710509 8.783482
