#! FIELDS time dAB dAC dAD rc bias
 0.000000 1.367250 1.547291 2.456085 5.370626 32.382249
 0.000000 1.368680 1.541135 2.456466 5.366282 32.033576
 0.000001 1.370967 1.532127 2.456636 5.359730 31.511284
 0.000001 1.373921 1.521040 2.456595 5.351556 30.865779
 0.000002 1.377423 1.508511 2.456228 5.342161 30.132031
 0.000002 1.381260 1.495478 2.455532 5.332270 29.369051
 0.000003 1.385476 1.482591 2.454544 5.322611 28.633448
 0.000003 1.389776 1.470636 2.453302 5.313715 27.964173
 0.000004 1.394241 1.460085 2.451827 5.306153 27.401535
 0.000004 1.398959 1.451436 2.450114 5.300510 26.985358
 0.000005 1.403100 1.444931 2.448184 5.296215 26.670768
 0.000005 1.406637 1.441064 2.445988 5.293689 26.486618
 0.000006 1.409777 1.439837 2.443549 5.293163 26.448323
 0.000006 1.412977 1.440942 2.440849 5.294768 26.565167
 0.000007 1.416413 1.444364 2.437967 5.298744 26.855765
 0.000007 1.419389 1.449619 2.435018 5.304026 27.244278
 0.000008 1.421766 1.456607 2.431952 5.310325 27.711227
 0.000008 1.423210 1.464858 2.428718 5.316787 28.194380
 0.000009 1.423418 1.473327 2.425307 5.322052 28.591190
 0.000009 1.422427 1.481338 2.421842 5.325607 28.860625
 0.000010 1.420013 1.488232 2.418346 5.326591 28.935463
 0.000010 1.416891 1.493808 2.414845 5.325544 28.855802
 0.000011 1.413089 1.497624 2.411173 5.321886 28.578581
 0.000011 1.408496 1.499378 2.407384 5.315258 28.079677
 0.000012 1.403692 1.498619 2.403558 5.305869 27.380524
 0.000012 1.398795 1.494841 2.399772 5.293407 26.466095
 0.000013 1.394133 1.488669 2.395881 5.278683 25.405656
 0.000013 1.390135 1.480406 2.392003 5.262544 24.268287
 0.000014 1.387704 1.470560 2.388114 5.246377 23.155062
 0.000014 1.386874 1.459708 2.384247 5.230829 22.109020
 0.000015 1.387629 1.448857 2.380463 5.216949 21.195692
 0.000015 1.390358 1.438251 2.376728 5.205337 20.446428
 0.000016 1.394982 1.428285 2.373094 5.196361 19.876429
 0.000016 1.401671 1.419399 2.369544 5.190614 19.515739
 0.000017 1.410417 1.412187 2.366072 5.188676 19.394873
 0.000017 1.421122 1.406492 2.362706 5.190320 19.497391
 0.000018 1.433087 1.402645 2.359478 5.195209 19.803867
 0.000018 1.445589 1.400852 2.356514 5.202955 20.294384
 0.000019 1.458258 1.400865 2.353729 5.212852 20.929795
 0.000019 1.470404 1.402841 2.351046 5.224291 21.676446
 0.000020 1.481509 1.406331 2.348545 5.236385 22.480072
 0.000020 1.490379 1.410687 2.346274 5.247340 23.220636
 0.000021 1.496063 1.416243 2.344117 5.256422 23.843642
 0.000021 1.498330 1.422790 2.342060 5.263181 24.312654
 0.000022 1.496990 1.429786 2.340124 5.266901 24.572777
 0.000022 1.491850 1.437255 2.338223 5.267328 24.602709
 0.000023 1.483839 1.444654 2.336418 5.264912 24.433507
 0.000023 1.473825 1.451596 2.334722 5.260144 24.101372
 0.000024 1.462519 1.457930 2.333106 5.253555 23.646057
 0.000024 1.451070 1.463141 2.331642 5.245853 23.119362
 0.000025 1.440228 1.467003 2.330300 5.237532 22.557020
 0.000025 1.430972 1.469565 2.329093 5.229630 22.029375
 0.000026 1.423692 1.470856 2.328062 5.222611 21.565929
 0.000026 1.419094 1.470975 2.327159 5.217228 21.213871
 0.000027 1.417586 1.469616 2.326415 5.213618 20.979361
 0.000027 1.418959 1.466831 2.325787 5.211577 20.847390
 0.000028 1.423113 1.462844 2.325258 5.211214 20.823979
 0.000028 1.429743 1.457955 2.324781 5.212480 20.905722
 0.000029 1.439336 1.452639 2.324427 5.216402 21.160110
 0.000029 1.451668 1.446938 2.324265 5.222871 21.583037
 0.000030 1.465799 1.441129 2.324361 5.231289 22.139650
 0.000030 1.481846 1.435305 2.324668 5.241818 22.845852
 0.000031 1.498756 1.430125 2.325136 5.254017 23.677837
 0.000031 1.515669 1.425536 2.325725 5.266930 24.574785
 0.000032 1.532029 1.421101 2.326465 5.279594 25.470698
 0.000032 1.546879 1.417122 2.327382 5.291383 26.319056
 0.000033 1.559254 1.413923 2.328505 5.301681 27.071505
 0.000033 1.568523 1.411381 2.329766 5.309671 27.662557
 0.000034 1.574244 1.409302 2.331139 5.314685 28.036790
 0.000034 1.575801 1.407625 2.332613 5.316039 28.138267
 0.000035 1.573724 1.406269 2.334305 5.314298 28.007824
 0.000035 1.568522 1.405365 2.336141 5.310028 27.689119
 0.000036 1.561012 1.404536 2.338195 5.303742 27.223356
 0.000036 1.551337 1.404228 2.340329 5.295895 26.647424
 0.000037 1.540522 1.404236 2.342492 5.287249 26.019965
 0.000037 1.529320 1.404135 2.344649 5.278105 25.364472
 0.000038 1.518513 1.404388 2.346932 5.269833 24.778734
 0.000038 1.508706 1.404536 2.349313 5.262555 24.269044
 0.000039 1.500458 1.404440 2.351771 5.256668 23.860674
 0.000039 1.493858 1.404414 2.354355 5.252627 23.582317
 0.000040 1.489315 1.404486 2.357038 5.250839 23.459696
 0.000040 1.486953 1.404570 2.359751 5.251274 23.489482
 0.000041 1.487020 1.404262 2.362528 5.253810 23.663616
 0.000041 1.489921 1.403747 2.365382 5.259050 24.025486
 0.000042 1.495286 1.403227 2.368229 5.266742 24.561650
 0.000042 1.503085 1.402937 2.371150 5.277172 25.298105
 0.000043 1.512811 1.402589 2.374042 5.289442 26.178379
 0.000043 1.524223 1.401795 2.376855 5.302873 27.159221
 0.000044 1.536875 1.400587 2.379606 5.317068 28.215548
 0.000044 1.549427 1.398497 2.382173 5.330096 29.202677
 0.000045 1.561165 1.395505 2.384539 5.341209 30.058151
 0.000045 1.571021 1.391396 2.386705 5.349123 30.674853
 0.000046 1.577963 1.386400 2.388768 5.353131 30.989631
 0.000046 1.581928 1.380765 2.390692 5.353385 31.009587
 0.000047 1.581977 1.374383 2.392428 5.348788 30.648669
 0.000047 1.577888 1.367620 2.394028 5.339536 29.928532
 0.000048 1.569934 1.361043 2.395336 5.326312 28.914238
 0.000048 1.558759 1.355288 2.396506 5.310553 27.728210
 0.000049 1.544846 1.351182 2.397623 5.293652 26.483885
 0.000049 1.528898 1.348585 2.398627 5.276110 25.222627
 0.000050 1.511888 1.348045 2.399627 5.259560 24.060836
 0.000050 1.494823 1.349708 2.400479 5.245010 23.062067
 0.000051 1.478493 1.353928 2.401151 5.233572 22.291849
 0.000051 1.463843 1.360806 2.401724 5.226372 21.813673
 0.000052 1.451385 1.369763 2.402168 5.223316 21.612277
 0.000052 1.441903 1.380829 2.402429 5.225162 21.733793
 0.000053 1.435416 1.393203 2.402608 5.231228 22.135596
 0.000053 1.431843 1.406352 2.402653 5.240848 22.780278
 0.000054 1.431341 1.419528 2.402633 5.253502 23.642453
 0.000054 1.433459 1.431436 2.402547 5.267442 24.610700
 0.000055 1.438056 1.441471 2.402392 5.281919 25.636894
 0.000055 1.444294 1.448546 2.402185 5.295026 26.583993
 0.000056 1.451689 1.452502 2.401753 5.305943 27.386007
 0.000056 1.460300 1.452506 2.401113 5.313919 27.979467
 0.000057 1.469283 1.448575 2.400404 5.318263 28.305339
 0.000057 1.478236 1.441425 2.399620 5.319281 28.382036
 0.000058 1.486774 1.431388 2.398776 5.316937 28.205703
 0.000058 1.494133 1.419251 2.397912 5.311295 27.783525
 0.000059 1.500185 1.405334 2.397037 5.302556 27.135878
 0.000059 1.504629 1.390755 2.396150 5.291533 26.329946
 0.000060 1.507482 1.376637 2.395298 5.279417 25.458061
 0.000060 1.508991 1.363804 2.394542 5.267337 24.603375
 0.000061 1.508571 1.353146 2.393834 5.255551 23.783511
