#! FIELDS time dAB dAC dAD rc bias
 0.000000 0.945129 0.963133 2.011088 3.919351 1.124390
 0.000000 0.956410 0.964759 2.010721 3.931889 0.944231
 0.000001 0.969392 0.968542 2.010565 3.948500 0.729761
 0.000001 0.982400 0.973961 2.010655 3.967017 0.523201
 0.000002 0.993703 0.980031 2.010903 3.984637 0.358483
 0.000002 1.001404 0.985966 2.011368 3.998738 0.249021
 0.000003 1.005029 0.990429 2.012012 4.007470 0.191211
 0.000003 1.004242 0.993159 2.012918 4.010319 0.173998
 0.000004 0.999076 0.993823 2.013977 4.006876 0.194901
 0.000004 0.990571 0.992171 2.015246 3.997988 0.254347
 0.000005 0.979676 0.988402 2.016731 3.984809 0.357026
 0.000005 0.968131 0.982927 2.018345 3.969403 0.499075
 0.000006 0.957463 0.976504 2.020127 3.954094 0.663742
 0.000006 0.949479 0.969811 2.022061 3.941351 0.818682
 0.000007 0.945454 0.963719 2.024114 3.933287 0.925114
 0.000007 0.946028 0.958754 2.026228 3.931010 0.956354
 0.000008 0.951046 0.955486 2.028399 3.934932 0.902883
 0.000008 0.959492 0.954278 2.030630 3.944400 0.780129
 0.000009 0.970367 0.955139 2.032977 3.958483 0.614139
 0.000009 0.982173 0.957785 2.035454 3.975413 0.440838
 0.000010 0.993497 0.961263 2.038083 3.992843 0.292364
 0.000010 1.002526 0.965115 2.040753 4.008395 0.185536
 0.000011 1.007831 0.968692 2.043502 4.020025 0.121453
 0.000011 1.008924 0.971558 2.046289 4.026771 0.090481
 0.000012 1.005771 0.973612 2.049030 4.028413 0.083628
 0.000012 0.998832 0.974818 2.051731 4.025381 0.096489
 0.000013 0.988760 0.975128 2.054411 4.018299 0.130109
 0.000013 0.976399 0.974934 2.057069 4.008402 0.185489
 0.000014 0.963201 0.973956 2.059695 3.996852 0.262510
 0.000014 0.951027 0.973185 2.062242 3.986454 0.343256
 0.000015 0.941649 0.972567 2.064730 3.978946 0.408283
 0.000015 0.936539 0.972157 2.067198 3.975894 0.436328
 0.000016 0.936399 0.972038 2.069569 3.978005 0.416831
 0.000016 0.941519 0.972174 2.071953 3.985646 0.349985
 0.000017 0.950627 0.972794 2.074362 3.997784 0.255802
 0.000017 0.961934 0.973770 2.076801 4.012506 0.161338
 0.000018 0.973898 0.974915 2.079221 4.028034 0.085186
 0.000018 0.984820 0.975604 2.081581 4.042005 0.037279
 0.000019 0.993569 0.975855 2.083785 4.053209 0.012962
 0.000019 0.998710 0.975751 2.085871 4.060332 0.004030
 0.000020 0.999556 0.975272 2.087849 4.062677 0.002200
 0.000020 0.996131 0.974363 2.089701 4.060196 0.004154
 0.000021 0.988928 0.972896 2.091462 4.053286 0.012839
 0.000021 0.978914 0.971752 2.093187 4.043853 0.032405
 0.000022 0.967294 0.971022 2.094869 4.033185 0.065251
 0.000022 0.955573 0.970913 2.096475 4.022961 0.107415
 0.000023 0.945586 0.971871 2.097923 4.015379 0.145428
 0.000023 0.939139 0.973501 2.099314 4.011954 0.164488
 0.000024 0.937043 0.975973 2.100643 4.013659 0.154853
 0.000024 0.939563 0.978490 2.101795 4.019848 0.122326
 0.000025 0.946674 0.980325 2.102828 4.029827 0.077946
 0.000025 0.956598 0.980878 2.103740 4.041216 0.039463
 0.000026 0.968377 0.979626 2.104442 4.052446 0.014221
 0.000026 0.980427 0.976697 2.104970 4.062093 0.002604
 0.000027 0.990744 0.971669 2.105350 4.067762 0.000120
 0.000027 0.997962 0.965133 2.105632 4.068728 0.000017
 0.000028 1.001214 0.958131 2.105733 4.065079 0.000895
 0.000028 1.001022 0.951288 2.105696 4.058006 0.006389
 0.000029 0.997025 0.945880 2.105523 4.048428 0.021804
 0.000029 0.990245 0.942391 2.105180 4.037815 0.049597
 0.000030 0.981192 0.941720 2.104713 4.027625 0.086883
 0.000030 0.970934 0.944199 2.104138 4.019270 0.125201
 0.000031 0.961081 0.949874 2.103496 4.014451 0.150476
