#! FIELDS time dAB dAC dAD rc bias
 0.000000 1.706239 1.574324 2.688001 5.968564 4.813945
 0.000000 1.706808 1.575764 2.688656 5.971227 4.896933
 0.000001 1.708887 1.576449 2.689265 5.974600 5.003050
 0.000001 1.712737 1.576663 2.689763 5.979162 5.148392
 0.000002 1.718446 1.576004 2.690215 5.984666 5.326527
 0.000002 1.725649 1.574912 2.690697 5.991258 5.543853
 0.000003 1.733803 1.573220 2.691083 5.998107 5.774248
 0.000003 1.743080 1.571808 2.691464 6.006352 6.057847
 0.000004 1.753153 1.570426 2.691770 6.015350 6.375080
 0.000004 1.763310 1.569086 2.692017 6.024413 6.702802
 0.000005 1.773128 1.568475 2.692257 6.033860 7.053155
 0.000005 1.782076 1.568594 2.692457 6.043127 7.405529
 0.000006 1.789695 1.569406 2.692545 6.051646 7.736989
 0.000006 1.795532 1.570653 2.692548 6.058733 8.018301
 0.000007 1.799508 1.572355 2.692478 6.064340 8.244415
 0.000007 1.801479 1.574506 2.692347 6.068331 8.407278
 0.000008 1.801176 1.577241 2.692127 6.070544 8.498257
 0.000008 1.798442 1.580795 2.691867 6.071104 8.521354
 0.000009 1.793288 1.585145 2.691554 6.069987 8.475311
 0.000009 1.785706 1.589757 2.691163 6.066626 8.337492
 0.000010 1.776520 1.594246 2.690702 6.061468 8.128183
 0.000010 1.766133 1.598772 2.690123 6.055029 7.870638
 0.000011 1.754754 1.602986 2.689480 6.047220 7.563864
 0.000011 1.742832 1.607265 2.688791 6.038888 7.243275
 0.000012 1.730823 1.611382 2.688025 6.030231 6.917536
 0.000012 1.719046 1.614871 2.687247 6.021164 6.584401
 0.000013 1.707927 1.617839 2.686444 6.012210 6.263466
 0.000013 1.698089 1.620502 2.685562 6.004153 5.981550
 0.000014 1.689838 1.622870 2.684627 5.997335 5.748058
 0.000014 1.683755 1.624952 2.683597 5.992304 5.578750
 0.000015 1.679705 1.626899 2.682516 5.989120 5.472902
 0.000015 1.677211 1.628210 2.681396 5.986818 5.396994
 0.000016 1.676722 1.629047 2.680349 5.986118 5.374021
 0.000016 1.678596 1.629873 2.679319 5.987787 5.428880
 0.000017 1.682508 1.630822 2.678306 5.991636 5.556441
 0.000017 1.687717 1.632023 2.677256 5.996996 5.736556
 0.000018 1.693770 1.634169 2.676235 6.004174 5.982264
 0.000018 1.699961 1.637088 2.675220 6.012269 6.265563
